Rank,Team,Player,Fantsy Position,ADP,Bye,Age,1yr. Proj,3yr. Proj,5yr. Proj,10yr. Proj,DS Analysis,3D Value +
390,JAC,Travon Walker,DL,N/A,8,25.3,0,323.00,543.00,890.00,"",11.20
391,NO,Kendre Miller,RB,24.08,11,23.8,0,173.00,263.00,352.00,"Durability remained an issue here in 2025. Miller's now totaled only 127 carries through three seasons. 2026 turns up a contract year.",11.20
392,UNS,Najee Harris,RB,22.04,18,28.1,0,173.00,253.00,323.00,"Harris missed almost all of the 2025 season with a torn Achilles. He hits free agency as a long-shot to find a lead-back role.",11.20
393,JAC,Josh Hines-Allen,DL,N/A,8,28.8,0,363.00,489.00,682.00,"",11.10
394,IND,DJ Giddens,RB,21.10,11,22.6,0,173.00,269.00,450.00,"Giddens had two straight 1,000-yard rushing seasons for Kansas State (2023-2024), showing power and quickness as the lead back. He may not quite have the full range of NFL athleticism, but Giddens could eventually develop into a role player. He managed only 26 carries (3.7 YPC) as a rookie. ",11.10
395,SF,Mac Jones,QB,15.12,14,27.6,0,316.00,515.00,938.00,"Jones finished as a top-15 fantasy QB in five of eight starts in 2025. While he's under contract for one more season, there's a chance he's traded to a QB-needy team this offseason.",10.80
396,PHI,Jalyx Hunt,DL,N/A,9,25.1,0,323.00,543.00,890.00,"",10.70
397,CLE,Dillon Gabriel,QB,413.08,9,25.3,0,369.00,613.00,1158.00,"Gabriel was a surprise third-round pick for the Browns in 2025. He eventually saw the field but didn't show anything to get excited about for fantasy. ",10.70
398,RK,Jordan Hudson,WR,367.05,18,22.3,0,172.00,294.00,573.00,"Hudson broke out in his final year at SMU, going 61-766-6. A slot WR who explodes off the line, Hudson's sure hands make him a threat for short-yardage catches. He offers little upside as a starter, but could be a reliable reserve WR. ",10.70
399,CAR,Jimmy Horn Jr.,WR,412.12,14,23.6,0,177.00,299.00,565.00,"Horn played mostly on special teams, but he flashed a bit as a receiver. He could make the roster in 2026 and have a bigger impact, but should only be rostered in deep leagues.",10.70
400,GB,MarShawn Lloyd,RB,460.05,5,25.3,0,166.00,253.00,389.00,"Lloyd’s college career began at South Carolina with a 2020 ACL tear. A quiet two-year stretch followed – then a move to USC. In 2023, he handled a 1A role alongside fifth-year senior Austin Jones (116 carries to 85). Lloyd displayed plus vision, acceleration, and open-field elusiveness en route to 7.1 yards per carry. Injuries ruined his 2024 and 2025 seasons, but there's some deep sleeper appeal here if Lloyd can swat the injury bug.",10.60
401,WAS,Treylon Burks,WR,71.09,12,26,0,183.00,291.00,522.00,"Burks flashed in a late-season sample with the Commanders. He hit free agency in the spring but re-signed to compete for snaps in a wide-open depth chart.",10.60
402,MIA,Jalen Tolbert,WR,72.06,12,27.1,0,191.00,293.00,481.00,"The signing of George Pickens killed Tolbert as a productive WR. He will likely be on the roster bubble in 2026.",10.60
403,UNS,Jonnu Smith,TE,282.01,18,30.6,0,208.00,313.00,453.00,"Smith endured a disappointing season after being traded to the Steelers. He ended as TE45 in PPR points per game and was more effective running the ball than catching. He hits free agency ahead of his age-31 season.",10.50
404,TEN,Cody Barton,LB,N/A,10,29.4,0,329.00,500.00,759.00,"",10.40
405,WAS,Jerome Ford,RB,71.06,12,26.6,0,163.00,237.00,336.00,"The Browns showed their cards on Ford after adding Quinshon Judkins and Dylan Sampson in the 2025 draft. He joined Washington on a one-year deal in March, but his roster spot isn't guaranteed. ",10.30
406,PHI,Jake Elliott,K,279.08,9,31.2,0,413.00,661.00,1208.00,"",10.10
407,IND,Anthony Richardson,QB,16.01,11,23.8,0,358.00,605.00,1136.00,"Richardson lost a camp competition to Daniel Jones in 2025. Then, when Jones suffered an Achilles tear, Richardson wasn't able to play due to a freak eye injury. He isn't a lock to remain on the roster in 2026.",10.00
408,CIN,Tahj Brooks,RB,412.04,10,23.9,0,163.00,251.00,441.00,"Two straight 1,500-yard rushing seasons with double-digit TDs show Brooks’ success at Texas Tech. His shifty feet lead to very few hard hits, and Brooks can certainly hit the home run. Outside of missing one game in 2024 with an arm injury, Brooks has been healthy despite being a bellcow with 576 carries over the past two seasons. He didn't play much as a rookie but could compete for the RB2 role in 2026.",10.00
409,SEA,Byron Murphy II,DL,N/A,8,23.6,0,310.00,513.00,907.00,"",9.90
410,RK,Malik Benson,WR,367.01,18,23.5,0,166.00,279.00,537.00,"Benson is a speed demon who never quite broke out after his JUCO stint. After flopping at Alabama, Benson took the Evan Stewart deep role at Oregon this past season. His athleticism makes him intriguing for teams on Day 3.",9.80
411,DAL,KaVontae Turpin,WR,32.11,10,29.7,0,169.00,266.00,406.00,"Turpin makes his money on special teams, but the Cowboys have used him here and there for gadget plays/designed touches. Barring injuries ahead of him, there's no fantasy value outside of the return game.",9.70
412,CAR,Trevor Etienne,RB,25.05,14,21.8,0,149.00,235.00,402.00,"Etienne showed pro potential at Florida, but he played behind a true freshman after transferring to Georgia. Like his brother Travis, Trevor has pass-catching ability that could eventually be utilized in the pros. However, he may be more of a third-down back than a starter. His rookie year turned up only 23 touches behind Rico Dowdle and Chuba Hubbard.",9.60
413,DAL,Phil Mafah,RB,406.12,10,23.5,0,149.00,237.00,424.00,"Mafah had two straight 1,000+ total yard seasons at Clemson. A powerful inside runner, Mafah takes good angles to maximize yardage. We just didn't see his traits surface in Year 1, as Javonte Williams enjoyed a rebound season and Malik Davis earned the RB2 role. There's no reason to expect a major jump in production from Mafah in '26.",9.60
414,RK,Le'Veon Moss,RB,22.01,18,23.4,0,142.00,225.00,404.00,"Moss was a four-star recruit who never quite hit his potential at Texas A&M. He averaged 6.32 yards per carry in 2024, but fell off to 5.25 in 2025. He has never led the team in carries, but has flashed the ability to sidestep defenders on the second level. He is a Day 3 pick who could find a roster spot.",9.50
415,HOU,Xavier Hutchinson,WR,502.02,6,25.8,0,171.00,274.00,498.00,"Hutchinson had a decent snap share despite the Texans drafting two rookies. But, he clearly isn't talented enough to be a consistent fantasy presence. He likely will be on the roster bubble in 2026.",9.50
416,BAL,Tyler Loop,K,408.08,7,24.7,0,371.00,636.00,1296.00,"",9.40
417,RK,Caleb Douglas,WR,369.02,18,22.6,0,155.00,265.00,516.00,"Douglas is a reliable possession WR at 6'4, 205 pounds. He went 54-846-7 last year at Texas Tech as a reliable option in the medium to deep range. His big extension allows for contested catches despite Douglas not having the athleticism to get much separation. He should be a Day 3 pick.",9.30
418,BAL,Devontez Walker,WR,458.09,7,24.8,0,166.00,267.00,486.00,"Walker has become a special-teams player for the Ravens, mixing in the occasional route. If they address WR at all, Walker may be further down the depth chart in 2026.",9.20
419,DAL,Donovan Ezeiruaku,LB,N/A,10,22.5,0,289.00,487.00,925.00,"",9.10
420,MIA,Greg Dulcich,TE,69.12,12,26,0,182.00,287.00,498.00,"After a bit of a 2025 revival (26-335-1 in nine games), Dulcich signed a fresh one-year deal in Miami. The Fins figure to roll out a low-volume passing game, but Dulcich could be a starting TE, depending on their other offseason additions.",9.10
421,DEN,Talanoa Hufanga,DB,N/A,12,26.2,0,360.00,564.00,936.00,"",9.00
422,DEN,Jaleel McLaughlin,RB,469.05,12,25.6,0,169.00,245.00,314.00,"McLaughlin posted massive numbers across a five-year college career (1,250-8,166-79, plus 66 catches). But his value is trending down after registering only 37 carries (in 8 games) this past season.",9.00
423,CAR,Trevon Moehrig,DB,N/A,14,26.8,0,369.00,577.00,923.00,"",8.90
424,WAS,Mike Sainristil,DB,N/A,12,25.5,0,368.00,572.00,987.00,"",8.90
425,BAL,Justice Hill,RB,186.05,7,28.4,0,138.00,218.00,293.00,"Lightly used on the ground in 2024, Hill still managed to set a career-high with 42 catches. Injuries limited Hill to only 18 carries and 21 catches in 2025. He remains a low-upside dynasty asset.",8.90
426,RK,Eric Rivers,WR,367.12,18,23.2,0,154.00,260.00,491.00,"Rivers led Georgia Tech in receiving in 2025, going 46-658-2. He's also a useful punt returner. Rivers runs smooth routes and gains separation as a WR, but his lack of size and physical tools may push him down the draft board.",8.90
427,WAS,Luke McCaffrey,WR,457.11,12,25,0,150.00,256.00,466.00,"McCaffrey got some work in 2025 when injuries hit the Commanders' WRs, but a broken collarbone ended his season. McCaffrey should stick on the roster, but he will likely have to compete with incoming rookies/FAs for a contributing spot.",8.70
428,NO,Noah Fant,TE,193.03,11,28.3,0,185.00,287.00,483.00,"In 2025, Fant flashed a bit but played behind Mike Gesicki when Gesicki was healthy. Then in March, he signed a two-year deal with New Orleans, where he'll compete for snaps alongside Juwan Johnson. ",8.50
429,CIN,Demetrius Knight Jr.,LB,N/A,10,25.7,0,300.00,475.00,809.00,"",8.40
430,WAS,Frankie Luvu,LB,N/A,12,29.6,0,320.00,478.00,708.00,"",8.40
431,UNS,Nick Chubb,RB,240.01,18,30.3,0,131.00,181.00,237.00,"Chubb struggled to produce leading up to Week 15 of 2024. Then came a broken foot, ending his season. 2025 wasn't much better, as he was outplayed by rookie Woody Marks. At 30, Chubb's very likely done as an impact fantasy player.",8.40
432,MIN,Jonathan Greenard,DL,N/A,6,28.8,0,335.00,452.00,630.00,"",8.30
433,PIT,Derrick Harmon,DL,N/A,5,22.7,0,286.00,484.00,897.00,"",8.30
434,UNS,Bobby Okereke,LB,N/A,18,29.7,0,309.00,462.00,684.00,"",8.30
435,RK,J'Mari Taylor,RB,23.07,18,23.9,0,129.00,199.00,350.00,"Taylor started as a walk-on at North Carolina Central in 2020. He worked his way up to being Virginia's starting RB in 2025, rushing for 222-1062-14. Taylor isn't the most athletic back, but he plays with a low center of gravity and avoids big hits. He is an intriguing NFL backup type.",8.30
436,TEN,Xavier Restrepo,WR,413.01,10,24,0,150.00,255.00,480.00,"Restrepo had some UDFA hype after getting paired with his college QB Cam Ward. Restrepo, though, played in two games as a rookie. He had three catches and will compete to even make the Titans' roster in 2026.",8.30
437,NE,Mack Hollins,WR,280.06,14,32.6,0,173.00,239.00,295.00,"Hollins went 46-550-2 in 2025 -- his best season since 2022. He did end the season on IR, but Hollins should stick on the Patriots roster. He could be useful in spot starts, but at age-33, he is nearing the end of his career.",8.30
438,BAL,Mike Green,DL,N/A,7,22.7,0,280.00,476.00,909.00,"",8.20
439,TEN,Michael Carter,RB,97.09,10,26.9,0,131.00,206.00,327.00,"Carter took over the lead back role after Trey Benson went out with injury, but there isn't much long-term upside here. He likely goes back to being a reserve in 2026 and beyond.",8.20
440,BAL,Rasheen Ali,RB,460.10,7,25.2,0,142.00,221.00,373.00,"The Ravens used a 2024 Round 5 pick on Ali, who posted two years of major production at Marshall. He'll continue pushing for scraps left behind by Derrick Henry.",8.20
441,RK,Vinny Anthony II,WR,N/A,18,22.8,0,147.00,245.00,473.00,"Anthony spent his career at Wisconsin and posted back-to-back 300-yard receiving seasons. He shows good short-area quickness and catch technique, but likely settles as a late-round pick.",8.20
442,KC,Harrison Butker,K,278.03,10,30.8,0,395.00,636.00,1173.00,"",8.10
443,RK,Kendrick Law,WR,N/A,18,22.8,0,143.00,242.00,456.00,"Law was a former top recruit for Alabama but broke out in 2025 at Kentucky. He went 53-540-3. A player who can play in the slot or outside, Law has good athleticism and soft hands. An intriguing late-round pick.",8.10
444,DAL,Quinnen Williams,DL,N/A,10,28.3,0,312.00,477.00,690.00,"",8.00
445,LAC,Charlie Kolar,TE,71.11,12,27.2,0,174.00,278.00,508.00,"Kolar was a productive, multi-year starter at Iowa State. But he played behind Isaiah Likely and Mark Andrews for four seasons in Baltimore, catching only 30 passes. He signed a three-year deal with the Chargers in free agency, one that includes $17 million in guaranteed money. Still, he figures to contribute heavily in the blocking game for OC Mike McDaniel.",8.00
446,SF,Nick Bosa,DL,N/A,14,28.4,0,303.00,454.00,732.00,"",7.90
447,LVR,Kirk Cousins,QB,20.10,8,37.7,0,320.00,399.00,510.00,"Cousins returned to the starting lineup following Michael Penix's ACL tear. The results were mixed, though, and Cousins will play elsewhere in 2026.",7.90
448,RK,Roman Hemby,RB,N/A,18,23.7,0,115.00,182.00,326.00,"Hemby flashed playing for Maryland in his first four seasons, but he finally succeeded as the lead back for Indiana. Hemby hit 1,000 rushing yards for the first time in his career. He plays with a low pad level at 6'0 tall and sees cutback lanes cleanly. Hemby was also used as a receiver at Maryland and has more ability there than he showed in 2025 (17 catches). A solid late-round sleeper. ",7.80
449,WAS,Dyami Brown,WR,98.09,12,26.4,0,145.00,230.00,413.00,"Brown only went 20-227-1 on the Jaguars last season and was hurt by the midseason trade for Jakobi Meyers. Brown returned to Washington in free agency, but he'll likely settle into a reserve role.",7.80
